entity_id,trip_id,route_id,vehicle_id,latitude,longitude,current_stop_id,current_stop_name,current_stop_sequence,current_status,route_type,timestamp,current_stop_lat,current_stop_lon
190,11312_181,10A,4594,51.76036834716797,19.4702205657959,957,Piłsudskiego-Kilińskiego,13,2,tramwaj,1764788356,51.76032,19.4695
191,11312_384,10B,4595,51.76422119140625,19.51807975769043,944,Piłsudskiego-Widzew Stadion,13,2,tramwaj,1764788358,51.7642,19.51663
192,11312_250,10A,4596,51.76163864135742,19.486949920654297,496,Piłsudskiego-Sarnia,17,2,tramwaj,1764788356,51.76212,19.49261
193,11312_257,10A,4598,51.77729034423828,19.49803924560547,234,Pomorska-CKD szpital,22,2,tramwaj,1764788354,51.77747,19.50263
194,11312_368,10B,4599,51.75896072387695,19.45384979248047,523,Mickiewicza-Żeromskiego,23,2,tramwaj,1764788350,51.7581,19.44897
195,11312_7087,8,4604,51.7529411315918,19.531450271606445,1100,Przybyszewskiego-Rondo Sybiraków,30,2,tramwaj,1764788362,51.75261,19.52918
196,11312_7142,8,4612,51.759239196777344,19.45754051208496,543,Piotrkowska Centrum,16,1,tramwaj,1764788362,51.75924,19.45762
197,11312_2705,5,4623,51.79581832885742,19.402099609375,12,Aleksandrowska-Bielicowa,5,1,tramwaj,1764788352,51.79584,19.40203
198,11312_1550,18,4704,51.766151428222656,19.465829849243164,394,Kilińskiego-Tuwima,15,1,tramwaj,1764788356,51.76607,19.46591
199,11312_2649,45,4726,51.782711029052734,19.509849548339844,1312,Telefoniczna- ET-1,2,2,tramwaj,1764788356,51.78291,19.50991
200,11312_1817,2,4732,51.74869918823242,19.460859298706055,963,Piotrkowska-Czerwona,26,2,tramwaj,1764788358,51.74664,19.46116
201,11312_8841,9,4736,51.758609771728516,19.5492000579834,2781,Rokicińska-Gogola,10,2,tramwaj,1764788364,51.75954,19.5442
202,11312_1063,15,4808,51.782371520996094,19.530899047851562,1322,Stoki,37,2,tramwaj,1764788352,51.78244,19.52969
203,11312_1214,16,4820,51.76655960083008,19.427099227905273,1412,Włókniarzy-Legionów,15,2,tramwaj,1764788360,51.76841,19.42611
204,11312_6999,8,4826,51.76108932495117,19.480119705200195,498,Piłsudskiego-Przędzalniana,14,2,tramwaj,1764788364,51.7611,19.48004
205,11312_1919,2,4828,51.73992919921875,19.464330673217773,181,pl. Niepodległości,8,2,tramwaj,1764788352,51.7399,19.46358
206,11312_2067,3,4861,51.743221282958984,19.46446990966797,965,Przybyszewskiego-Brzozowa,22,2,tramwaj,1764788360,51.744,19.46872
207,11312_5671,7,4862,51.75996017456055,19.536630630493164,1093,Rokicińska-Rondo Inwalidów,28,2,tramwaj,1764788362,51.76039,19.53895
208,11312_2612,45,4864,0.0,0.0,1531,Zgierska-Biegańskiego,14,2,tramwaj,1764788360,51.79963,19.44265
209,11312_932,14,4881,51.75408172607422,19.426639556884766,65,Bandurskiego-Dw. Łódź Kaliska,4,2,tramwaj,1764788350,51.75575,19.43286
210,11312_905,14,4884,51.75062942504883,19.489370346069336,1303,Śmigłego Rydza-Przybyszewskiego,14,2,tramwaj,1764788354,51.74821,19.48958
211,11312_957,14,4885,51.75423812866211,19.426799774169922,364,Karolewska-Wileńska,18,2,tramwaj,1764788362,51.75254,19.42535
212,11312_777,12,4888,51.77389144897461,19.492490768432617,770,Narutowicza-Radiostacja,23,2,tramwaj,1764788358,51.77419,19.49494
213,11312_738,12,4891,51.78255081176758,19.528579711914062,1323,Telefoniczna-Pieniny,2,2,tramwaj,1764788356,51.78303,19.52507
214,11312_984,14,4892,51.747230529785156,19.489700317382812,1295,Śmigłego Rydza-Przybyszewskiego,7,0,tramwaj,1764788356,51.74716,19.48983
215,11312_7123,8,4902,51.761741638183594,19.488319396972656,496,Piłsudskiego-Sarnia,22,2,tramwaj,1764788354,51.76212,19.49261
216,11312_7176,8,4910,51.77199935913086,19.421960830688477,1423,Włókniarzy-Legionów,12,2,tramwaj,1764788362,51.76814,19.42609
217,11312_2165,4,4913,51.786041259765625,19.452659606933594,970,Zgierska-Bałucki Rynek,24,1,tramwaj,1764788360,51.78595,19.45273
218,11312_7246,8,4926,51.80208969116211,19.367359161376953,7,Teofilów,34,2,tramwaj,1764788362,51.80241,19.36814
219,11312_2592,45,4928,51.781768798828125,19.507570266723633,1314,Telefoniczna Zajezdnia,33,2,tramwaj,1764788350,51.78164,19.50658
220,11312_108,1,4953,51.74591064453125,19.475820541381836,422,Kilińskiego-Przybyszewskiego,18,1,tramwaj,1764788362,51.74593,19.47575
221,11312_7069,8,4954,51.76163864135742,19.532329559326172,2780,Puszkina-Rondo Inwalidów,27,2,tramwaj,1764788362,51.75971,19.53639
222,11312_2750,5,4960,51.78615188598633,19.452550888061523,1502,Limanowskiego-Zachodnia,25,2,tramwaj,1764788360,51.78696,19.44994
223,11312_2359,41,5015,51.7365608215332,19.459379196166992,182,Pabianicka-Wólczańska,3,1,tramwaj,1764788356,51.73599,19.45877
224,11312_6980,8,5017,51.759830474853516,19.46363067626953,392,Piłsudskiego-Sienkiewicza,17,1,tramwaj,1764788354,51.75979,19.46331
225,11312_1368,17,5021,51.77663040161133,19.452560424804688,818,Legionów-Zachodnia,12,0,tramwaj,1764788362,51.77663,19.45259
226,11312_1872,2,5250,51.80284881591797,19.36693000793457,5,Aleksandrowska-Szczecińska,3,2,tramwaj,1764788356,51.80279,19.36713
227,11312_2785,5,5272,51.738590240478516,19.477680206298828,378,Kilińskiego-Dąbrowskiego,7,2,tramwaj,1764788362,51.73939,19.47875
228,11312_1936,2,5366,51.74259948730469,19.462190628051758,964,Piotrkowska-pl. Niepodległości,27,2,tramwaj,1764788360,51.74045,19.46261
229,11312_2481,43,5368,51.7618293762207,19.447040557861328,867,Pabianicka- ET-2,2,2,tramwaj,1764788362,51.70791,19.42414
230,11312_628,11,5370,51.72761154174805,19.44849967956543,873,Pabianicka-Jana Pawła II,9,1,tramwaj,1764788356,51.72755,19.44853
231,11312_1657,19,5373,51.7181396484375,19.485639572143555,1168,Rzgowska-cm. Rzgowska,2,2,tramwaj,1764788366,51.72119,19.4839
232,11312_2279,4,5376,51.7854118347168,19.452659606933594,1536,Zgierska-pl. Kościelny,15,2,tramwaj,1764788362,51.78381,19.453
233,11312_1668,19,5377,51.763851165771484,19.454729080200195,541,Kościuszki-Zamenhofa,21,2,tramwaj,1764788362,51.76231,19.455
234,11312_1493,18,5382,51.77716827392578,19.499160766601562,237,Pomorska-Konstytucyjna,3,2,tramwaj,1764788362,51.77743,19.49715
235,11312_2247,4,5384,51.772098541259766,19.476680755615234,3005,Tramwajowa-Narutowicza,24,1,tramwaj,1764788356,51.77217,19.47671
236,11312_2197,4,5385,51.77164840698242,19.482969284057617,480,Kopcińskiego-Narutowicza,12,2,tramwaj,1764788364,51.77254,19.48288
237,11312_685,12,5386,51.75600051879883,19.435680389404297,507,Bandurskiego-Dw. Łódź Kaliska,21,2,tramwaj,1764788364,51.75578,19.43239
238,11312_643,11,5387,51.75967025756836,19.455669403076172,2778,Piotrkowska Centrum,22,2,tramwaj,1764788358,51.75916,19.45762
239,11312_1644,19,5389,51.74559020996094,19.461519241333008,890,Piotrkowska-Czerwona,11,1,tramwaj,1764788358,51.7457,19.46156
240,11312_655,11,5391,51.77275848388672,19.452869415283203,1480,Kościuszki-6 Sierpnia,19,2,tramwaj,1764788360,51.7686,19.45364
241,11312_1662,19,5392,51.73064041137695,19.454280853271484,879,Paderewskiego-Zaolziańska,30,2,tramwaj,1764788358,51.72933,19.45675
242,11312_614,11,5393,51.76327896118164,19.45486068725586,541,Kościuszki-Zamenhofa,21,2,tramwaj,1764788362,51.76231,19.455
243,11312_1674,19,5396,51.79153060913086,19.448509216308594,201,Zgierska-Dolna,13,2,tramwaj,1764788360,51.78981,19.44913
244,11312_1638,19,5399,51.78261184692383,19.45056915283203,1039,Zachodnia-Lutomierska,22,0,tramwaj,1764788366,51.78345,19.45031
245,11312_5650,7,5491,51.756248474121094,19.45915985107422,544,Piotrkowska-Żwirki,10,2,tramwaj,1764788362,51.75614,19.45916
246,11312_5713,7,5492,51.745670318603516,19.476900100708008,381,Przybyszewskiego-Brzozowa,16,2,tramwaj,1764788360,51.74426,19.46966
247,11312_5610,7,5494,51.74678039550781,19.483470916748047,383,Przybyszewskiego-Łęczycka,17,2,tramwaj,1764788360,51.74691,19.48399
248,11312_5693,7,5495,51.74665069580078,19.4613094329834,963,Piotrkowska-Czerwona,13,0,tramwaj,1764788360,51.74664,19.46116
249,11312_5588,7,5497,51.756919860839844,19.535320281982422,1091,Puszkina-Chmielowskiego,26,2,tramwaj,1764788356,51.75782,19.53573
250,11312_1311,16,5624,51.799171447753906,19.385400772094727,8,Aleksandrowska-Kaczeńcowa,5,2,tramwaj,1764788364,51.79902,19.38607
251,11312_1194,16,5633,51.80247116088867,19.36918067932129,30,Aleksandrowska-Szczecińska,26,1,tramwaj,1764788364,51.80251,19.36904
252,11312_6942,8,5637,51.79771041870117,19.393020629882812,25,Aleksandrowska-Kaczeńcowa,31,2,tramwaj,1764788358,51.79879,19.38764
253,11312_1001,15,5641,51.726661682128906,19.462839126586914,902,Paderewskiego-Karpacka,30,0,tramwaj,1764788354,51.7266,19.46286
254,11312_69,1,5697,51.72739028930664,19.479490280151367,376,Dw. Łódź Chojny,23,2,tramwaj,1764788356,51.72775,19.48009
255,11312_4095,6,5698,51.718448638916016,19.484920501708984,1168,Rzgowska-cm. Rzgowska,2,2,tramwaj,1764788356,51.72119,19.4839
256,11312_1128,15,5710,51.72990036010742,19.472980499267578,911,Paderewskiego-Tuszyńska,5,2,tramwaj,1764788356,51.72887,19.47024
257,11312_2382,41,5740,51.73981857299805,19.46347999572754,887,pl. Niepodległości,30,2,tramwaj,1764788362,51.7398,19.46373
258,11312_2525,43,5797,51.74750900268555,19.32583999633789,2092,Łódzka-pl. Kościuszki (Konst.),17,1,tramwaj,1764788360,51.74758,19.32599
259,11312_1784,2,5798,51.78192901611328,19.450729370117188,1479,Zachodnia-Manufaktura,16,2,tramwaj,1764788356,51.78021,19.45125
260,11312_2767,5,5812,51.76261901855469,19.46755027770996,391,Kilińskiego-Nawrot,14,1,tramwaj,1764788354,51.76267,19.46766
261,11312_666,11,5851,51.81779861450195,19.432849884033203,1526,Zgierska-Sikorskiego,6,0,tramwaj,1764788364,51.8161,19.4335
262,11312_1439,17,5854,51.7464714050293,19.45085906982422,2758,Politechniki-Targi Łódzkie,14,0,tramwaj,1764788362,51.74995,19.45004
263,11312_2405,41,5855,51.67169189453125,19.39699935913086,1888,Łódzka-Teklin,16,2,tramwaj,1764788356,51.67626,19.39942
264,11312_2337,41,5856,51.66856002807617,19.395309448242188,1889,Warszawska-Duży Skręt (Pabianice),18,0,tramwaj,1764788362,51.66392,19.39287
265,11312_1623,18,5906,51.75975036621094,19.463199615478516,392,Piłsudskiego-Sienkiewicza,15,1,tramwaj,1764788356,51.75979,19.46331
266,11312_2829,5,5924,51.78379821777344,19.45305061340332,1536,Zgierska-pl. Kościelny,14,1,tramwaj,1764788354,51.78381,19.453
267,11312_4132,6,5998,51.78541946411133,19.464250564575195,266,Wojska Polskiego-Marynarska,22,0,tramwaj,1764788364,51.78566,19.46553
